1372006727250,1.64,51.5269935,-0.2110819
1372006728000,1.56,51.5269935,-0.2110819
1372006775750,1.99,51.5263396,-0.2059287
1372007457500,1.68,51.5190471,-0.1964836
1372007460000,2.62,51.5188291,-0.1962112
1372007461000,2.21,51.5188291,-0.1962112
1372007520500,1.56,51.516582,-0.1955109
1372007656500,1.655,51.5154464,-0.1920154
1372007658000,1.81,51.5154537,-0.1918923
1372007660000,2.3,51.5154691,-0.1917091
1372007669750,2.03,51.5155172,-0.1910179
1372011100000,1.62,51.515439,-0.1905042
1372011110500,1.51,51.5153848,-0.1908105
1372011111750,1.64,51.5153848,-0.1908105
1372011113250,1.775,51.5153848,-0.1908105
1372011119750,1.735,51.5152559,-0.1919407
1372011121000,2.13,51.5152559,-0.1919407
1372011121750,1.51,51.5152559,-0.1919407
1372011125750,1.95,51.5152559,-0.1919407
1372011146000,1.85,51.5151049,-0.1941668
1372011170250,2.025,51.5148623,-0.1977257
1372011188250,2.32,51.5145685,-0.1994318
1372011623250,1.7,51.5188419,-0.210954
1372011675250,1.55,51.5203775,-0.2118205
1372011734500,1.52,51.5226411,-0.2130901
1372011939500,1.66,51.5275731,-0.2158862
1372012018750,1.8,51.529326,-0.2160202
1372012020000,1.79,51.5299563,-0.2160749
1372012020750,2.255,51.5299563,-0.2160749
1371206714000,1.555,51.5106904,-0.1870474
1371206719750,2.27,51.511188,-0.1872817
1371206720250,6.42,51.511188,-0.1872817
1371206721000,4.24,51.511188,-0.1872817
1371206721500,2.59,51.511188,-0.1872817
1371206722250,2.15,51.511188,-0.1872817
1371206802750,1.87,51.513581,-0.1877492
1371206805000,2.265,51.513581,-0.1877492
1371206805750,4.58,51.513581,-0.1877492
1371206830000,2.67,51.5145937,-0.1880115
1371206858500,2.58,51.5154898,-0.1882669
1371206910000,1.68,51.5157635,-0.1891357
1371206911250,3.015,51.5157635,-0.1891357
1371206914250,1.665,51.5157635,-0.1891357
1371206939000,1.505,51.5156134,-0.1906504
1371206948750,4.24,51.5154164,-0.1919554
1371206955750,2.16,51.5154164,-0.1919554
1371206957000,2.24,51.5154164,-0.1919554
1371206959250,1.58,51.5152688,-0.1932976
1371206996750,2,51.5150568,-0.1951856
1371206999000,1.52,51.5149337,-0.1964402
1371207000250,1.905,51.5149337,-0.1964402
1371207007500,2.26,51.5149337,-0.1964402
1371207009250,1.505,51.5147299,-0.1978818
1371207015750,1.79,51.5147299,-0.1978818
1371207029500,1.89,51.5144889,-0.1993621
1371207311000,1.57,51.5142837,-0.2074323
1371207312000,1.565,51.5142837,-0.2074323
1371207314000,1.865,51.5142837,-0.2074323
1371922957500,1.515,51.5299681,-0.2161421
1371922992500,2.95,51.5284302,-0.2159011
1371923054000,1.93,51.5270972,-0.2127713
1371923066250,1.67,51.5271349,-0.2127772
1371923095500,1.81,51.5268968,-0.2089867
1371923438750,1.62,51.5243526,-0.2022052
1371924028000,1.91,51.5156507,-0.1906597
1371924201500,1.76,51.5160502,-0.1873757
1372091700750,2.95,51.5108251,-0.1870627
1372091701750,1.54,51.5108251,-0.1870627
1372091735250,1.755,51.5123304,-0.1875483
1372091750000,1.69,51.513534,-0.1877316
1372091752000,3.54,51.513534,-0.1877316
1372091753250,4.555,51.513534,-0.1877316
1372091754000,2.03,51.513534,-0.1877316
1372091754500,1.845,51.513534,-0.1877316
1372091755500,1.67,51.513534,-0.1877316
1372091763750,4.11,51.5141544,-0.1879771
1372091765250,1.845,51.5141544,-0.1879771
1372091818500,1.675,51.5152171,-0.1880105
1372092007250,2.32,51.5154614,-0.1919425
1372092042000,1.68,51.5151611,-0.1940601
1372093265750,1.73,51.5295179,-0.2160948
1372084687250,1.525,51.5285685,-0.216101
1372084751000,1.52,51.5259928,-0.2149709
1372085151000,1.85,51.5183144,-0.2105663
1372085218500,1.55,51.5171891,-0.2097106
1372174661750,1.66,51.5016048,-0.1830641
1372174902500,1.7,51.5008138,-0.1943916
1372175050250,1.53,51.5036154,-0.1925931
1372175165250,1.735,51.5036154,-0.1925931
1372175264250,2.31,51.5036154,-0.1925931
1372175380250,1.52,51.5036154,-0.1925931
1372175384750,2.745,51.5036154,-0.1925931
1372175385500,2.8,51.5036154,-0.1925931
1372175386000,1.6,51.5036154,-0.1925931
1372175459250,3.08,51.5124378,-0.1881136
1372175460750,1.89,51.5124378,-0.1881136
1372175498750,1.71,51.5124378,-0.1881136
1372175511500,1.595,51.5155129,-0.1884926
1372175569000,1.83,51.5153541,-0.1890407
1372175599250,2.35,51.5152855,-0.1892774
1372175607000,1.655,51.5152855,-0.1892774
1372175607750,1.615,51.5152855,-0.1892774
1372175608250,1.52,51.5152855,-0.1892774
1372175612500,1.52,51.5152855,-0.1892774
1372175615500,2.76,51.5152855,-0.1892774
1372175695000,1.785,51.5140598,-0.1951833
1372176248500,1.71,51.5187583,-0.2108287
1372158794750,1.64,51.5283591,-0.2160855
1372158810750,1.6,51.5281802,-0.2158852
1372158843250,1.7,51.5260843,-0.2150898
1372159242750,1.91,51.5148443,-0.2082127
1372156418750,2.03,51.5280078,-0.2158806
1372156598500,1.665,51.5254669,-0.2145298
1372156609500,1.8,51.5254669,-0.2145301
1372156613750,1.87,51.5238799,-0.2136646
1372156669500,1.52,51.523339,-0.2133743
1372156877000,1.755,51.5171614,-0.2097602
1372156878250,1.54,51.5171614,-0.2097602
1372156917500,1.99,51.5156333,-0.208569
1372156991000,1.51,51.5149205,-0.2055472
1372157085500,1.66,51.5141517,-0.2013554
1372157105500,1.61,51.5145952,-0.1990647
1372157115750,2.78,51.5146031,-0.1978557
1372157227500,1.56,51.5152849,-0.1937991
1372157231500,2.05,51.5152849,-0.1937991
1372157233750,2.475,51.5153659,-0.192014
1372157322750,1.85,51.51563,-0.1905968
1372157324750,2.41,51.51563,-0.1905968
1372157328000,4.45,51.51563,-0.1905968
1372157691250,2.05,51.5119868,-0.1865921
1372157823000,1.64,51.5099213,-0.1910779
1372157825250,1.72,51.5097455,-0.1922803
1372157889500,2.89,51.509516,-0.1932375
1372158009750,1.94,51.5065769,-0.1942803
1372158289750,1.695,51.5025232,-0.1873651
1372158295000,1.56,51.5025232,-0.1873651
1372158300500,1.53,51.5025232,-0.1873651
1372174900500,1.585,51.502469,-0.191319
1372174911500,1.55,51.5028619,-0.1916201
1372175496000,2.88,51.5141674,-0.1879311
1372175511500,2.13,51.5147508,-0.1884876
1372175606750,1.62,51.5152127,-0.1929528
1372175613000,3.07,51.5152127,-0.1929528
1372175673500,1.61,51.5148341,-0.1955334
1372176246000,1.57,51.5200859,-0.2117701
1372159488750,1.915,51.5145667,-0.1989384
1372159489750,2.19,51.5145667,-0.1989384
1372159502000,2.47,51.5147761,-0.198215
1372159503000,2.16,51.5147761,-0.198215
1372159503750,1.55,51.5147761,-0.198215
1372159506000,2.135,51.5147376,-0.1970899
1372159629500,1.515,51.5151913,-0.1935016
1372160450000,1.52,51.5062066,-0.1943546
1372160771250,1.52,51.5021453,-0.19077
1372243602750,1.84,51.5285952,-0.2160247
1372243680000,1.7,51.5281288,-0.2159099
1372243688500,2.19,51.5275311,-0.2158088
1372243748500,1.66,51.5252155,-0.2164109
1372243863750,1.875,51.5243212,-0.2140108
1372243867500,1.82,51.5243212,-0.2140108
1372244026250,1.9,51.5187495,-0.2107445
1372244144000,1.88,51.5168668,-0.2096763
1372244146500,1.74,51.5168668,-0.2096763
1372244148000,2.29,51.5168668,-0.2096763
1372244155000,1.66,51.5168668,-0.2096763
1372244160500,1.595,51.5168668,-0.2096763
1372244677250,3.33,51.5082274,-0.2032522
1372244678000,2.23,51.5082274,-0.2032522
1372244678750,2.705,51.5082274,-0.2032522
1372244679500,2.39,51.5082274,-0.2032522
1372244767250,1.89,51.5065842,-0.207517
1372244815250,1.55,51.5054067,-0.212617
1372244859000,2.075,51.5050359,-0.2146713
1372244900750,2.5,51.5046966,-0.2156724
1372245042750,2.155,51.4980797,-0.2054398
1372245074250,2.825,51.497605,-0.203364
1372270995500,1.75,51.51842,-0.1678661
1372271037750,1.54,51.5204889,-0.1709971
1372271069750,2.94,51.520618,-0.171209
1372271142500,1.79,51.5217122,-0.1725534
1372271396750,1.77,51.5258444,-0.178408
1372271440250,2.33,51.5253974,-0.1795507
1372271440750,1.745,51.5253974,-0.1795507
1372271458250,1.53,51.5247455,-0.1813326
1372271459000,1.52,51.5247455,-0.1813326
1372271461000,1.68,51.5247455,-0.1813326
1372271821000,1.59,51.527545,-0.1963534
1372271861750,2.02,51.5284575,-0.1958878
1372271989750,2.05,51.5321709,-0.19466
1372271993000,1.89,51.5322548,-0.1958932
1372271995250,1.775,51.5322548,-0.1958932
1372271996000,3.02,51.5322548,-0.1958932
1372271996500,1.735,51.5322548,-0.1958932
1372272045250,1.88,51.5324904,-0.1986388
1372272054500,1.535,51.5326442,-0.1998846
1372272056750,1.595,51.5326442,-0.1998846
1372272061000,2.05,51.5326442,-0.1998846
1372272061500,1.535,51.5326442,-0.1998846
1372272066000,2.92,51.5325994,-0.2009829
1372272066750,1.5,51.5325994,-0.2009829
1372272105500,1.9,51.5328822,-0.2028472
1372272119250,2.09,51.5329209,-0.2041348
1372272204500,1.78,51.5326903,-0.2084512
1372272206250,1.69,51.5326903,-0.2084512
1372272207500,1.79,51.5326903,-0.2084512
1372272264500,1.65,51.5312105,-0.2161444
1376216256000,2.52,51.5281938,-0.2158785
1376216444750,2.17,51.5254439,-0.2145323
1376216445750,1.51,51.5248178,-0.2142094
1376216638250,2.89,51.5187603,-0.2107165
1376216766000,2.43,51.5170882,-0.2097214
1376216767250,1.935,51.5170882,-0.2097214
1376216767750,2.06,51.5170882,-0.2097214
1376216793250,1.67,51.515385,-0.208606
1376217055000,1.65,51.5114426,-0.200396
1374230618500,1.91,51.514767,-0.187956
1374230910750,1.67,51.5147624,-0.1978049
1374230927250,2.08,51.5145524,-0.1994174
1374230928000,1.63,51.5145524,-0.1994174
1374231420500,1.68,51.519888,-0.2115994
1374231704500,2.02,51.526637,-0.2155432
1374231734500,2.21,51.5276113,-0.2159741
1374231740000,2.8,51.5276113,-0.2159741
1374136317500,1.62,51.5281449,-0.2159491
1374136327750,2.68,51.527788,-0.2158207
1374136330750,1.585,51.5269406,-0.2154918
1374136490250,2.045,51.5258962,-0.2147525
1374136507250,1.68,51.5244588,-0.2140824
1374136508000,1.595,51.5244588,-0.2140824
1374136515500,1.54,51.523892,-0.2136926
1374136629250,1.77,51.5188795,-0.21086
1374136630250,2.86,51.5188795,-0.21086
1374136651500,3.09,51.5182354,-0.2105287
1374136652000,1.535,51.5175689,-0.2101254
1374136680750,1.53,51.5173633,-0.2099435
1374136713000,1.82,51.517049,-0.2097608
1374136761500,1.785,51.5169474,-0.2097627
1374136795500,1.6,51.5153851,-0.2085152
1374136874500,1.5,51.5145452,-0.2051391
1374136931000,2.05,51.5127746,-0.20539
1374137128500,1.79,51.5090182,-0.2038424
1374137192000,2.12,51.508777,-0.2036224
1374137240750,1.85,51.5080513,-0.203179
1374137350750,2.01,51.5068909,-0.206319
1374137351500,3.02,51.5068909,-0.206319
1374137690750,2.14,51.4985758,-0.2058733
1374137701000,2.64,51.4978904,-0.2052779
1374137709250,1.54,51.4975108,-0.2047297
1374137770000,2.07,51.498227,-0.2014509
1374137859000,1.88,51.499718,-0.1967643
1374137891750,1.58,51.5004922,-0.1946341
1374137966250,1.89,51.5008677,-0.1931245
1372585367750,2.14,51.517086,-0.2098154
1372585433500,1.54,51.5156204,-0.208704
1372585437000,1.61,51.5156204,-0.208704
1372585581750,1.52,51.5135633,-0.2031393
1372585629000,1.67,51.5146048,-0.1988457
1372585630250,2.28,51.5147337,-0.1978553
1372585640750,1.75,51.5148872,-0.1964446
1372585642500,1.99,51.5148872,-0.1964446
1372585643000,1.65,51.5148872,-0.1964446
1372585692250,1.52,51.515289,-0.1936774
1372585701750,3.48,51.5154509,-0.192125
1372585704750,2.72,51.5154509,-0.192125
1372585782250,1.59,51.5157722,-0.189382
1372585788750,1.6,51.5157722,-0.189382
1372585793500,2.01,51.5158585,-0.1885763
1372585799750,1.78,51.5158585,-0.1885763
1372585813250,1.88,51.5158215,-0.1872911
1372585991250,1.61,51.5106443,-0.1859271
1372586161500,1.63,51.508929,-0.1939231
1372586240750,1.88,51.5054206,-0.1939191
1372325208000,1.535,51.5100155,-0.1903123
1372325250750,2.245,51.5095763,-0.193454
1372325279250,1.85,51.5093722,-0.1942007
1372325325750,1.8,51.508678,-0.1939149
1372325327750,1.73,51.508678,-0.1939149
1372325330250,1.63,51.508678,-0.1939149
1372325341500,1.81,51.508678,-0.1939149
1372325402000,1.88,51.506427,-0.194403
1372325406750,2.08,51.506427,-0.194403
1372325415000,1.98,51.5047285,-0.1935681
1372325552250,1.705,51.5035865,-0.1918422
1372325606250,1.95,51.5028238,-0.1911979
1372325699750,1.72,51.5021844,-0.1909637
1372325701750,1.56,51.5021844,-0.1909637
1372325703750,1.67,51.5021844,-0.1909637
1372325706250,1.845,51.5022871,-0.1899262
1372325707250,1.7,51.5022871,-0.1899262
1372325863250,1.7,51.502327,-0.1879859
1372325870500,1.73,51.5023312,-0.1879668
1372323555000,1.74,51.5278208,-0.2158194
1372324495000,1.56,51.5147426,-0.1974919
1372324497250,1.71,51.5148728,-0.1965187
1372324499250,2.12,51.5148728,-0.1965187
1372324499750,1.715,51.5148728,-0.1965187
1372324597750,2.67,51.5154234,-0.191784
1372324623250,2.57,51.5155557,-0.1906171
1372325098500,1.54,51.5122263,-0.1863996
